wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag
OAX,2009-12-25 06:00,2009-12-26 18:00,2009-12-24 22:00,200912261200,BZ,C,W,3,EXP,NEZ016,2182.841309,2009-12-26 18:17,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,IAZ055,1772.521484,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ017,1509.834473,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 18:00,2009-12-24 22:00,200912261200,BZ,C,W,3,EXP,NEZ030,1755.239014,2009-12-26 18:17,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ034,1249.579224,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ092,1139.270142,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ050,1532.804688,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,IAZ069,2464.052734,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ043,1071.776611,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ067,1407.550537,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 23:26,2009-12-25 21:26,2009-12-24 23:26,200912261200,BZ,C,W,3,CAN,IAZ043,1818.06897,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ091,1046.92627,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 18:00,2009-12-24 22:00,200912261200,BZ,C,W,3,EXP,NEZ011,2989.198242,2009-12-26 18:17,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ031,1496.980713,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,IAZ091,1416.511475,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ032,1098.628174,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-25 03:37,2009-12-26 10:36,2009-12-25 03:37,200912261200,BZ,C,W,3,CAN,NEZ088,1495.647217,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ066,2183.387939,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ090,992.4835815,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-25 06:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ012,1939.082275,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ052,891.8168335,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-26 10:36,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ089,2269.815674,2009-12-26 10:36,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,IAZ090,1297.358643,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2009-12-24 22:00,2009-12-25 21:26,2009-12-24 22:00,200912261200,BZ,C,W,3,CAN,NEZ093,1472.619995,2009-12-25 21:26,,,,,FALSE,,,,,,
OAX,2010-01-25 16:02,2010-01-26 03:00,2010-01-25 16:02,201001260300,BZ,C,W,1,EXP,IAZ055,1772.521484,2010-01-26 02:47,,,,,FALSE,,,,,,
OAX,2010-01-25 16:02,2010-01-26 03:00,2010-01-25 16:02,201001260300,BZ,C,W,1,EXP,IAZ056,1497.278076,2010-01-26 02:47,,,,,FALSE,,,,,,
OAX,2010-01-25 16:02,2010-01-26 03:00,2010-01-25 16:02,201001260300,BZ,C,W,1,EXP,IAZ069,2464.052734,2010-01-26 02:47,,,,,FALSE,,,,,,
OAX,2010-01-25 16:02,2010-01-26 03:00,2010-01-25 16:02,201001260300,BZ,C,W,1,EXP,IAZ043,1818.06897,2010-01-26 02:47,,,,,FALSE,,,,,,
OAX,2010-02-14 15:09,2010-02-14 21:00,2010-02-14 15:09,201002142100,BZ,C,W,2,EXP,NEZ030,1755.239014,2010-02-14 20:52,,,,,FALSE,,,,,,
OAX,2010-02-14 15:09,2010-02-14 21:00,2010-02-14 15:09,201002142100,BZ,C,W,2,EXP,NEZ042,1789.009033,2010-02-14 20:52,,,,,FALSE,,,,,,
OAX,2010-02-14 15:09,2010-02-14 21:00,2010-02-14 15:09,201002142100,BZ,C,W,2,EXP,NEZ065,1474.37793,2010-02-14 20:52,,,,,FALSE,,,,,,
OAX,2010-02-14 15:09,2010-02-14 21:00,2010-02-14 15:09,201002142100,BZ,C,W,2,EXP,NEZ050,1532.804688,2010-02-14 20:52,,,,,FALSE,,,,,,
OAX,2010-12-11 15:00,2010-12-12 10:00,2010-12-11 10:45,201012120600,BZ,C,W,3,EXP,IAZ056,1497.278076,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 09:00,2010-12-12 06:15,2010-12-11 04:08,201012120600,BZ,C,W,3,CAN,NEZ018,1118.937256,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 09:00,2010-12-12 06:15,2010-12-11 04:08,201012120600,BZ,C,W,3,CAN,NEZ015,996.6748657,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 15:00,2010-12-12 10:00,2010-12-11 10:45,201012120600,BZ,C,W,3,EXP,IAZ043,1818.06897,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ033,1508.45105,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ051,1970.181396,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ053,625.8294678,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ067,1407.550537,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 15:00,2010-12-12 10:00,2010-12-11 10:45,201012120600,BZ,C,W,3,EXP,IAZ069,2464.052734,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 10:00,2010-12-11 23:06,201012121000,BZ,C,W,3,EXP,IAZ090,1297.358643,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 09:00,2010-12-12 00:00,2010-12-11 04:08,201012120600,BZ,C,W,3,EXP,NEZ011,2989.198242,2010-12-11 23:58,,,,,FALSE,,,,,,
OAX,2010-12-11 15:00,2010-12-12 06:15,2010-12-11 10:45,201012120600,BZ,C,W,3,CAN,NEZ034,1249.579224,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 09:00,2010-12-12 00:00,2010-12-11 04:08,201012120600,BZ,C,W,3,EXP,NEZ012,1939.082275,2010-12-11 23:58,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ044,1399.791626,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ045,1003.601318,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 06:15,2010-12-11 23:06,201012121000,BZ,C,W,3,CAN,NEZ052,891.8168335,2010-12-12 06:15,,,,,FALSE,,,,,,
OAX,2010-12-11 15:00,2010-12-12 10:00,2010-12-11 10:45,201012120600,BZ,C,W,3,EXP,IAZ055,1772.521484,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 10:00,2010-12-11 23:06,201012121000,BZ,C,W,3,EXP,IAZ080,1087.724854,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 10:00,2010-12-11 23:06,201012121000,BZ,C,W,3,EXP,IAZ091,1416.511475,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2010-12-11 23:06,2010-12-12 10:00,2010-12-11 23:06,201012121000,BZ,C,W,3,EXP,IAZ079,1121.359253,2010-12-12 10:11,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ069,2482.595215,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ093,1438.433105,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ080,1098.785156,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ079,1137.282593,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ067,1464.551025,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ068,1601.324707,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ056,1529.434692,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ092,1120.110596,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ055,1812.685303,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ053,639.6297607,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ090,1336.678345,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ043,1807.298706,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ066,2190.297852,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ034,1285.411133,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ051,1962.840576,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ052,878.4085083,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ090,974.8618164,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ091,1065.592407,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201200,BZ,C,W,1,CAN,NEZ050,1511.429932,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201200,BZ,C,W,1,CAN,NEZ065,1489.30249,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201200,BZ,C,W,1,CAN,NEZ078,1490.020996,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201200,BZ,C,W,1,CAN,NEZ088,1488.96875,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201200,BZ,C,W,1,CAN,NEZ089,2224.535889,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 11:53,2012-12-19 22:14,201212201800,BZ,C,W,1,CAN,NEZ015,1024.825806,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ033,1485.840332,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ044,1406.581543,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-19 21:00,2012-12-20 11:53,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,NEZ045,1018.480652,2012-12-20 11:53,,,,,FALSE,,,,,,
OAX,2012-12-20 00:00,2012-12-20 17:35,2012-12-19 17:31,201212201800,BZ,C,W,1,CAN,IAZ091,1384.882935,2012-12-20 17:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ015,1024.825806,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ018,1146.637451,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ032,1114.573608,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ030,1777.519531,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ031,1487.263794,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ042,1782.21936,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ050,1511.429932,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ065,1489.30249,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 21:27,201602031000,BZ,C,W,1,CAN,NEZ012,1928.451782,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,IAZ043,1807.298706,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 21:27,201602031000,BZ,C,W,1,CAN,NEZ011,2946.799072,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 21:27,201602031000,BZ,C,W,1,CAN,NEZ016,2219.640137,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 21:27,201602031000,BZ,C,W,1,CAN,NEZ017,1487.47876,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ033,1485.840332,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ043,1082.785156,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 03:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ044,1406.581543,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2016-02-02 06:00,2016-02-03 09:35,2016-02-01 10:37,201602031000,BZ,C,W,1,CAN,NEZ034,1285.411133,2016-02-03 09:35,,,,,FALSE,,,,,,
OAX,2018-01-22 00:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ032,1114.573608,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 09:00,2018-01-23 03:05,2018-01-22 03:50,201801230000,BZ,C,W,1,CAN,NEZ066,2190.297852,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 00:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ012,1928.451782,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 09:00,2018-01-23 03:05,2018-01-22 03:50,201801230000,BZ,C,W,1,CAN,NEZ078,1490.020996,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ033,1485.840332,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ015,1024.825806,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 00:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ011,2946.799072,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 00:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ018,1146.637451,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,NEZ045,1018.480652,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,IAZ043,1807.298706,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,NEZ050,1511.429932,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,NEZ034,1285.411133,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,NEZ043,1082.785156,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 06:00,2018-01-23 03:05,2018-01-21 20:01,201801230000,BZ,C,W,1,CAN,NEZ044,1406.581543,2018-01-23 03:05,,,,,FALSE,,,,,,
OAX,2018-01-22 00:00,2018-01-23 03:05,2018-01-21 09:58,201801230000,BZ,C,W,1,CAN,NEZ030,1777.519531,2018-01-23 03:05,,,,,FALSE,,,,,,
